Sequence,ExpectedTotal_ms,Network_ms,JitterSize_pkts,Jitter_ms,Total_ms
1687,13,0.1,0,0,12.1
1688,13,0.115,0,0,12.115
1689,13,0.119,0,0,12.119
1690,13,0.122,0,0,12.122
1691,13,0.12,0,0,12.12
1692,13,0.122,0,0,12.122
1693,13,0.172,0,0,12.172
1694,13,0.069,0,0,12.069
1695,13,0.119,0,0,12.119
1696,13,0.124,0,0,12.124
1697,13,0.14,0,0,12.14
1698,13,0.124,0,0,12.124
1699,13,0.127,0,0,12.127
1700,13,0.116,0,0,12.116
1701,13,0.164,0,0,12.164
1702,13,0.071,0,0,12.071
1703,13,0.132,0,0,12.132
1704,13,0.132,0,0,12.132
1705,13,0.121,0,0,12.121
1706,13,0.048,1,4,16.048
1707,13,0.109,0,0,12.109
1708,13,0.103,0,0,12.103
1709,13,0.171,0,0,12.171
1710,13,0.135,0,0,12.135
1711,13,0.125,0,0,12.125
1712,13,0.115,0,0,12.115
1713,13,0.193,0,0,12.193
1714,13,0.184,0,0,12.184
1715,13,0.109,0,0,12.109
1716,13,0.119,0,0,12.119
1717,13,0.152,0,0,12.152
1718,13,0.153,0,0,12.153
1719,13,0.127,0,0,12.127
1720,13,0.114,0,0,12.114
1721,13,0.124,0,0,12.124
1722,13,0.061,1,4,16.061
1723,13,0.165,0,0,12.165
1724,13,0.148,0,0,12.148
1725,13,0.13,0,0,12.13
1726,13,0.057,1,4,16.057
1727,13,0.124,0,0,12.124
1728,13,0.114,0,0,12.114
1729,13,0.117,0,0,12.117
1730,13,0.183,0,0,12.183
1731,13,0.111,0,0,12.111
1732,13,0.114,0,0,12.114
1733,13,0.132,0,0,12.132
1734,13,0.065,1,4,16.065
1735,13,0.121,0,0,12.121
1736,13,0.118,0,0,12.118
1737,13,0.112,0,0,12.112
1738,13,0.106,0,0,12.106
1739,13,0.17,0,0,12.17
1740,13,0.126,0,0,12.126
1741,13,0.128,0,0,12.128
1742,13,0.06,1,4,16.06
1743,13,0.162,0,0,12.162
1744,13,0.119,0,0,12.119
1745,13,0.127,0,0,12.127
1746,13,0.059,1,4,16.059
1747,13,0.126,0,0,12.126
1748,13,0.115,0,0,12.115
1749,13,0.137,0,0,12.137
1750,13,0.119,0,0,12.119
1751,13,0.184,0,0,12.184
1752,13,0.401,0,0,12.401
1753,13,0.159,0,0,12.159
1754,13,0.04,1,4,16.04
1755,13,0.122,0,0,12.122
1756,13,0.411,0,0,12.411
1757,13,0.113,0,0,12.113
1758,13,0.104,0,0,12.104
1759,13,0.146,0,0,12.146
1760,13,0.168,0,0,12.168
1761,13,0.138,0,0,12.138
1762,13,0.052,0,0,12.052
1763,13,0.133,0,0,12.133
1764,13,0.239,0,0,12.239
1765,13,0.124,0,0,12.124
1766,13,0.065,1,4,16.065
1767,13,0.119,0,0,12.119
1768,13,0.129,0,0,12.129
1769,13,0.136,0,0,12.136
1770,13,0.12,0,0,12.12
1771,13,0.117,0,0,12.117
1772,13,0.151,0,0,12.151
1773,13,0.134,0,0,12.134
1774,13,0.055,0,0,12.055
1775,13,0.114,0,0,12.114
1776,13,0.127,0,0,12.127
1777,13,0.143,0,0,12.143
1778,13,0.118,0,0,12.118
1779,13,0.12,0,0,12.12
1780,13,0.127,0,0,12.127
1781,13,0.167,0,0,12.167
1782,13,0.065,0,0,12.065
1783,13,0.127,0,0,12.127
1784,13,0.12,0,0,12.12
1785,13,0.131,0,0,12.131
1786,13,0.056,1,4,16.056
1787,13,0.125,0,0,12.125
1788,13,0.127,0,0,12.127
1789,13,0.119,0,0,12.119
1790,13,0.123,0,0,12.123
1791,13,0.117,0,0,12.117
1792,13,0.129,0,0,12.129
1793,13,0.121,0,0,12.121
1794,13,0.047,1,4,16.047
1795,13,0.151,0,0,12.151
1796,13,0.116,0,0,12.116
1797,13,0.133,0,0,12.133
1798,13,0.106,0,0,12.106
1799,13,0.154,0,0,12.154
1800,13,0.141,0,0,12.141
1801,13,0.163,0,0,12.163
1802,13,0.062,1,4,16.062
1803,13,0.127,0,0,12.127
1804,13,0.124,0,0,12.124
1805,13,0.168,0,0,12.168
1806,13,0.069,0,0,12.069
1807,13,0.113,0,0,12.113
1808,13,0.123,0,0,12.123
1809,13,0.152,0,0,12.152
1810,13,0.167,0,0,12.167
1811,13,0.134,0,0,12.134
1812,13,0.123,0,0,12.123
1813,13,0.201,0,0,12.201
1814,13,0.086,0,0,12.086
1815,13,0.109,0,0,12.109
1816,13,0.112,0,0,12.112
1817,13,0.133,0,0,12.133
1818,13,0.207,0,0,12.207
1819,13,0.138,0,0,12.138
1820,13,0.113,0,0,12.113
1821,13,0.178,0,0,12.178
1822,13,0.092,0,0,12.092
1823,13,0.11,0,0,12.11
1824,13,0.077,0,0,12.077
1825,13,0.148,0,0,12.148
1826,13,0.1,0,0,12.1
1827,13,0.125,0,0,12.125
1828,13,0.139,0,0,12.139
1829,13,0.123,0,0,12.123
1830,13,0.153,0,0,12.153
1831,13,0.145,0,0,12.145
1832,13,0.123,0,0,12.123
1833,13,0.147,0,0,12.147
1834,13,0.064,1,4,16.064
1835,13,0.127,0,0,12.127
1836,13,0.114,0,0,12.114
1837,13,0.114,0,0,12.114
1838,13,0.141,0,0,12.141
1839,13,0.161,0,0,12.161
1840,13,0.114,0,0,12.114
1841,13,0.145,0,0,12.145
1842,13,0.063,1,4,16.063
1843,13,0.11,0,0,12.11
1844,13,0.119,0,0,12.119
1845,13,0.127,0,0,12.127
1846,13,0.062,1,4,16.062
1847,13,0.127,0,0,12.127
1848,13,0.13,0,0,12.13
1849,13,0.143,0,0,12.143
1850,13,0.143,0,0,12.143
1851,13,0.179,0,0,12.179
1852,13,0.108,0,0,12.108
1853,13,0.142,0,0,12.142
1854,13,0.062,1,4,16.062
1855,13,0.132,0,0,12.132
1856,13,0.167,0,0,12.167
1857,13,0.123,0,0,12.123
1858,13,0.151,0,0,12.151
1859,13,0.156,0,0,12.156
1860,13,0.144,0,0,12.144
1861,13,0.145,0,0,12.145
1862,13,0.058,1,4,16.058
1863,13,0.115,0,0,12.115
1864,13,1.132,0,0,13.132
1865,13,0.128,0,0,12.128
1866,13,0.051,1,4,16.051
1867,13,0.127,0,0,12.127
1868,13,0.116,0,0,12.116
1869,13,0.128,0,0,12.128
1870,13,0.102,0,0,12.102
1871,13,0.117,0,0,12.117
1872,13,0.16,0,0,12.16
1873,13,0.121,0,0,12.121
1874,13,0.062,1,4,16.062
1875,13,0.127,0,0,12.127
1876,13,0.206,0,0,12.206
1877,13,0.137,0,0,12.137
1878,13,0.112,0,0,12.112
1879,13,0.127,0,0,12.127
1880,13,0.106,0,0,12.106
1881,13,0.139,0,0,12.139
1882,13,0.068,1,4,16.068
1883,13,0.117,0,0,12.117
1884,13,0.114,0,0,12.114
1885,13,0.144,0,0,12.144
1886,13,0.06,1,4,16.06
1887,13,0.132,0,0,12.132
1888,13,0.179,0,0,12.179
1889,13,0.129,0,0,12.129
1890,13,0.113,0,0,12.113
1891,13,0.115,0,0,12.115
1892,13,0.145,0,0,12.145
1893,13,0.152,0,0,12.152
1894,13,0.061,1,4,16.061
1895,13,0.114,0,0,12.114
1896,13,0.111,0,0,12.111
1897,13,0.247,0,0,12.247
1898,13,0.12,0,0,12.12
1899,13,0.118,0,0,12.118
1900,13,0.122,0,0,12.122
1901,13,0.123,0,0,12.123
1902,13,0.052,1,4,16.052
1903,13,0.124,0,0,12.124
1904,13,0.182,0,0,12.182
1905,13,0.138,0,0,12.138
1906,13,0.032,1,4,16.032
1907,13,0.187,0,0,12.187
1908,13,0.287,0,0,12.287
1909,13,0.416,0,0,12.416
1910,13,0.145,0,0,12.145
1911,13,0.122,0,0,12.122
1912,13,0.121,0,0,12.121
1913,13,0.139,0,0,12.139
1914,13,0.087,1,4,16.087
1915,13,0.113,0,0,12.113
1916,13,0.132,0,0,12.132
1917,13,0.125,0,0,12.125
1918,13,0.148,0,0,12.148
1919,13,0.135,0,0,12.135
1920,13,0.125,0,0,12.125
1921,13,0.138,0,0,12.138
1922,13,0.064,1,4,16.064
1923,13,0.111,0,0,12.111
1924,13,0.107,0,0,12.107
1925,13,0.118,0,0,12.118
1926,13,0.062,1,4,16.062
1927,13,0.104,0,0,12.104
1928,13,0.124,0,0,12.124
1929,13,0.121,0,0,12.121
1930,13,0.157,0,0,12.157
1931,13,0.129,0,0,12.129
1932,13,0.106,0,0,12.106
1933,13,0.125,0,0,12.125
1934,13,0.06,1,4,16.06
1935,13,0.163,0,0,12.163
1936,13,0.112,0,0,12.112
1937,13,0.129,0,0,12.129
1938,13,0.111,0,0,12.111
1939,13,0.143,0,0,12.143
1940,13,0.122,0,0,12.122
1941,13,0.15,0,0,12.15
1942,13,0.057,1,4,16.057
1943,13,0.122,0,0,12.122
1944,13,0.118,0,0,12.118
1945,13,0.132,0,0,12.132
1946,13,0.059,1,4,16.059
1947,13,0.149,0,0,12.149
1948,13,0.12,0,0,12.12
1949,13,0.152,0,0,12.152
1950,13,0.126,0,0,12.126
1951,13,0.328,1,4,16.328
1952,13,0.114,0,0,12.114
1953,13,0.129,0,0,12.129
1954,13,0.05,1,4,16.05
1955,13,0.201,0,0,12.201
1956,13,0.14,0,0,12.14
1957,13,0.115,0,0,12.115
1958,13,0.127,0,0,12.127
1959,13,0.152,0,0,12.152
1960,13,0.217,0,0,12.217
1961,13,0.118,0,0,12.118
1962,13,0.041,0,0,12.041
1963,13,0.13,0,0,12.13
1964,13,0.166,0,0,12.166
1965,13,0.142,0,0,12.142
1966,13,0.056,1,4,16.056
1967,13,0.516,0,0,12.516
1968,13,0.112,0,0,12.112
1969,13,0.144,0,0,12.144
1970,13,0.116,0,0,12.116
1971,13,0.135,0,0,12.135
1972,13,0.135,0,0,12.135
1973,13,0.119,0,0,12.119
1974,13,0.052,1,4,16.052
1975,13,0.15,0,0,12.15
1976,13,0.152,0,0,12.152
1977,13,0.129,0,0,12.129
1978,13,0.127,0,0,12.127
1979,13,0.132,0,0,12.132
1980,13,0.127,0,0,12.127
1981,13,0.127,0,0,12.127
1982,13,0.063,1,4,16.063
1983,13,0.106,0,0,12.106
1984,13,0.117,0,0,12.117
1985,13,0.16,0,0,12.16
1986,13,0.044,1,4,16.044
1987,13,0.111,0,0,12.111
1988,13,0.145,0,0,12.145
1989,13,0.166,0,0,12.166
1990,13,0.109,0,0,12.109
1991,13,0.123,0,0,12.123
1992,13,0.115,0,0,12.115
1993,13,0.128,0,0,12.128
1994,13,0.062,0,0,12.062
1995,13,0.121,0,0,12.121
1996,13,0.105,0,0,12.105
1997,13,0.281,0,0,12.281
1998,13,0.108,0,0,12.108
1999,13,0.135,0,0,12.135
2000,13,0.121,0,0,12.121
2001,13,0.171,0,0,12.171
2002,13,0.055,0,0,12.055
2003,13,0.118,0,0,12.118
2004,13,0.135,0,0,12.135
2005,13,0.161,0,0,12.161
2006,13,0.074,0,0,12.074
2007,13,0.134,0,0,12.134
2008,13,0.123,0,0,12.123
2009,13,0.214,0,0,12.214
2010,13,0.127,0,0,12.127
2011,13,0.114,0,0,12.114
2012,13,0.102,0,0,12.102
2013,13,0.178,0,0,12.178
2014,13,0.055,0,0,12.055
2015,13,0.129,0,0,12.129
2016,13,0.122,0,0,12.122
2017,13,0.058,1,4,16.058
2018,13,0.152,0,0,12.152
2019,13,0.159,0,0,12.159
2020,13,0.13,0,0,12.13
2021,13,0.152,0,0,12.152
2022,13,0.163,0,0,12.163
2023,13,0.118,0,0,12.118
2024,13,0.166,0,0,12.166
2025,13,0.144,0,0,12.144
2026,13,0.162,1,4,16.162
2027,13,0.127,0,0,12.127
2028,13,0.132,0,0,12.132
2029,13,0.145,0,0,12.145
2030,13,0.144,0,0,12.144
2031,13,0.138,0,0,12.138
2032,13,0.12,0,0,12.12
2033,13,0.14,0,0,12.14
2034,13,0.081,0,0,12.081
2035,13,0.131,0,0,12.131
2036,13,0.136,0,0,12.136
2037,13,0.143,0,0,12.143
2038,13,0.154,0,0,12.154
2039,13,0.153,0,0,12.153
2040,13,0.133,0,0,12.133
2041,13,0.139,0,0,12.139
2042,13,0.061,1,4,16.061
2043,13,0.154,0,0,12.154
2044,13,0.136,0,0,12.136
2045,13,0.145,0,0,12.145
2046,13,0.122,0,0,12.122
2047,13,0.125,0,0,12.125
2048,13,0.127,0,0,12.127
2049,13,0.132,0,0,12.132
2050,13,0.126,0,0,12.126
2051,13,3.717,1,4,19.717
2052,13,0.129,0,0,12.129
2053,13,0.137,0,0,12.137
2054,13,0.13,0,0,12.13
2055,13,0.134,0,0,12.134
2056,13,0.073,0,0,12.073
2057,13,0.156,0,0,12.156
2058,13,0.129,0,0,12.129
2059,13,2.73,0,0,14.73
2060,13,0.107,0,0,12.107
2061,13,0.124,0,0,12.124
2062,13,0.129,0,0,12.129
2063,13,0.137,0,0,12.137
2064,13,0.086,0,0,12.086
2065,13,0.142,0,0,12.142
2066,13,0.217,0,0,12.217
2067,13,0.136,0,0,12.136
2068,13,0.07,0,0,12.07
2069,13,0.126,0,0,12.126
2070,13,0.125,0,0,12.125
2071,13,0.125,0,0,12.125
2072,13,0.143,0,0,12.143
2073,13,0.145,0,0,12.145
2074,13,0.161,0,0,12.161
2075,13,0.226,0,0,12.226
2076,13,0.129,0,0,12.129
2077,13,1.34,0,0,13.34
2078,13,0.133,0,0,12.133
2079,13,0.127,0,0,12.127
2080,13,0.151,0,0,12.151
2081,13,0.136,0,0,12.136
2082,13,0.326,0,0,12.326
2083,13,0.298,0,0,12.298
2084,13,0.089,0,0,12.089
2085,13,0.142,0,0,12.142
2086,13,0.141,0,0,12.141
2087,13,0.148,0,0,12.148
2088,13,0.097,0,0,12.097
2089,13,0.155,0,0,12.155
2090,13,0.2,0,0,12.2
2091,13,0.149,0,0,12.149
2092,13,0.06,0,0,12.06
2093,13,0.141,0,0,12.141
2094,13,0.156,0,0,12.156
2095,13,0.142,0,0,12.142
2096,13,0.138,0,0,12.138
2097,13,0.126,0,0,12.126
2098,13,0.151,0,0,12.151
2099,13,0.119,0,0,12.119
2100,13,0.126,0,0,12.126
2101,13,24.445,1,4,40.445
2102,13,17.537,2,8,37.537
2103,13,11.12,3,12,35.12
2104,13,7.216,4,16,35.216
2105,13,0.607,5,20,32.607
2106,13,0.246,0,0,12.246
2107,13,0.125,0,0,12.125
2108,13,0.142,0,0,12.142
2109,13,0.057,1,4,16.057
2110,13,0.151,0,0,12.151
2111,13,0.126,0,0,12.126
2112,13,0.195,0,0,12.195
2113,13,0.128,0,0,12.128
2114,13,0.154,0,0,12.154
2115,13,0.128,0,0,12.128
2116,13,0.078,0,0,12.078
2117,13,0.121,0,0,12.121
2118,13,0.142,0,0,12.142
2119,13,0.146,0,0,12.146
2120,13,0.078,0,0,12.078
2121,13,0.201,0,0,12.201
2122,13,2.064,0,0,14.064
2123,13,0.126,0,0,12.126
2124,13,0.141,0,0,12.141
2125,13,0.148,0,0,12.148
2126,13,0.141,0,0,12.141
2127,13,0.183,0,0,12.183
2128,13,0.136,0,0,12.136
2129,13,0.135,0,0,12.135
2130,13,0.114,0,0,12.114
2131,13,0.167,0,0,12.167
2132,13,0.114,0,0,12.114
2133,13,0.236,0,0,12.236
2134,13,0.119,0,0,12.119
2135,13,0.145,0,0,12.145
2136,13,0.128,0,0,12.128
2137,13,0.183,0,0,12.183
2138,13,0.149,0,0,12.149
2139,13,0.133,0,0,12.133
2140,13,0.141,0,0,12.141
2141,13,0.116,0,0,12.116
2142,13,0.144,0,0,12.144
2143,13,0.15,0,0,12.15
2144,13,0.255,0,0,12.255
2145,13,0.151,0,0,12.151
2146,13,0.219,0,0,12.219
2147,13,0.165,0,0,12.165
2148,13,0.129,0,0,12.129
2149,13,0.13,0,0,12.13
2150,13,0.134,0,0,12.134
2151,13,0.13,0,0,12.13
2152,13,0.129,0,0,12.129
2153,13,0.174,0,0,12.174
2154,13,0.133,0,0,12.133
2155,13,1.352,0,0,13.352
2156,13,0.111,0,0,12.111
2157,13,0.173,0,0,12.173
2158,13,0.316,0,0,12.316
2159,13,0.13,0,0,12.13
2160,13,0.159,0,0,12.159
2161,13,0.145,0,0,12.145
2162,13,0.157,0,0,12.157
2163,13,0.148,0,0,12.148
2164,13,0.186,0,0,12.186
2165,13,0.15,0,0,12.15
2166,13,0.137,0,0,12.137
2167,13,0.122,0,0,12.122
2168,13,0.138,0,0,12.138
2169,13,0.123,0,0,12.123
2170,13,0.126,0,0,12.126
2171,13,0.131,0,0,12.131
2172,13,0.139,0,0,12.139
2173,13,0.15,0,0,12.15
2174,13,0.132,0,0,12.132
2175,13,0.124,0,0,12.124
2176,13,0.114,0,0,12.114
2177,13,0.136,0,0,12.136
2178,13,0.13,0,0,12.13
2179,13,0.121,0,0,12.121
2180,13,0.131,0,0,12.131
2181,13,0.191,0,0,12.191
2182,13,0.18,0,0,12.18
2183,13,0.127,0,0,12.127
2184,13,0.116,0,0,12.116
2185,13,0.154,0,0,12.154
2186,13,0.318,0,0,12.318
2187,13,0.156,0,0,12.156
2188,13,0.126,0,0,12.126
2189,13,0.116,0,0,12.116
2190,13,0.155,0,0,12.155
2191,13,0.212,0,0,12.212
2192,13,0.166,0,0,12.166
2193,13,0.152,0,0,12.152
2194,13,0.103,0,0,12.103
2195,13,0.118,0,0,12.118
2196,13,0.115,0,0,12.115
2197,13,0.131,0,0,12.131
2198,13,0.147,0,0,12.147
2199,13,0.154,0,0,12.154
2200,13,0.142,0,0,12.142
2201,13,0.115,0,0,12.115
2202,13,0.15,0,0,12.15
2203,13,0.121,0,0,12.121
2204,13,0.133,0,0,12.133
2205,13,0.134,0,0,12.134
2206,13,0.126,0,0,12.126
2207,13,0.154,0,0,12.154
2208,13,0.163,0,0,12.163
2209,13,0.124,0,0,12.124
2210,13,0.141,0,0,12.141
2211,13,0.139,0,0,12.139
2212,13,0.123,0,0,12.123
2213,13,0.155,0,0,12.155
2214,13,0.159,0,0,12.159
2215,13,0.156,0,0,12.156
2216,13,0.137,0,0,12.137
2217,13,0.129,0,0,12.129
2218,13,0.17,0,0,12.17
2219,13,0.171,0,0,12.171
2220,13,0.123,0,0,12.123
2221,13,0.116,0,0,12.116
2222,13,0.21,0,0,12.21
2223,13,0.164,0,0,12.164
2224,13,0.14,0,0,12.14
2225,13,0.137,0,0,12.137
2226,13,0.161,0,0,12.161
2227,13,0.254,0,0,12.254
2228,13,0.133,0,0,12.133
2229,13,0.126,0,0,12.126
2230,13,0.109,0,0,12.109
2231,13,0.146,0,0,12.146
2232,13,0.144,0,0,12.144
2233,13,0.124,0,0,12.124
2234,13,0.106,0,0,12.106
2235,13,0.233,0,0,12.233
2236,13,0.117,0,0,12.117
2237,13,0.128,0,0,12.128
2238,13,0.109,0,0,12.109
2239,13,0.118,0,0,12.118
2240,13,0.135,0,0,12.135
2241,13,0.129,0,0,12.129
2242,13,0.14,0,0,12.14
2243,13,0.167,0,0,12.167
2244,13,0.123,0,0,12.123
2245,13,0.164,0,0,12.164
2246,13,0.111,0,0,12.111
2247,13,0.139,0,0,12.139
2248,13,0.118,0,0,12.118
2249,13,0.159,0,0,12.159
2250,13,0.178,0,0,12.178
2251,13,0.122,0,0,12.122
2252,13,0.15,0,0,12.15
2253,13,0.158,0,0,12.158
2254,13,0.147,0,0,12.147
2255,13,0.132,0,0,12.132
2256,13,0.111,0,0,12.111
2257,13,0.122,0,0,12.122
2258,13,0.137,0,0,12.137
2259,13,0.124,0,0,12.124
2260,13,0.123,0,0,12.123
2261,13,0.167,0,0,12.167
2262,13,0.168,0,0,12.168
2263,13,0.232,0,0,12.232
2264,13,0.166,0,0,12.166
2265,13,0.164,0,0,12.164
2266,13,0.19,0,0,12.19
2267,13,0.206,0,0,12.206
2268,13,0.146,0,0,12.146
2269,13,0.145,0,0,12.145
2270,13,0.167,0,0,12.167
2271,13,0.2,0,0,12.2
2272,13,0.185,0,0,12.185
2273,13,0.123,0,0,12.123
2274,13,0.15,0,0,12.15
2275,13,0.106,0,0,12.106
2276,13,0.154,0,0,12.154
2277,13,0.156,0,0,12.156
2278,13,0.131,0,0,12.131
2279,13,0.158,0,0,12.158
2280,13,0.131,0,0,12.131
2281,13,0.134,0,0,12.134
2282,13,0.181,0,0,12.181
2283,13,0.11,0,0,12.11
2284,13,0.159,0,0,12.159
2285,13,0.289,0,0,12.289
2286,13,0.125,0,0,12.125
2287,13,0.102,0,0,12.102
2288,13,0.131,0,0,12.131
2289,13,0.118,0,0,12.118
2290,13,0.161,0,0,12.161
2291,13,0.182,0,0,12.182
2292,13,0.08,0,0,12.08
2293,13,0.138,0,0,12.138
2294,13,0.137,0,0,12.137
2295,13,0.135,0,0,12.135
2296,13,0.12,0,0,12.12
2297,13,0.13,0,0,12.13
2298,13,0.122,0,0,12.122
2299,13,0.16,0,0,12.16
2300,13,0.123,0,0,12.123
2301,13,0.1,0,0,12.1
2302,13,0.663,0,0,12.663
2303,13,0.153,0,0,12.153
2304,13,0.132,0,0,12.132
2305,13,0.123,0,0,12.123
2306,13,0.133,0,0,12.133
2307,13,0.114,0,0,12.114
2308,13,0.259,0,0,12.259
2309,13,0.112,0,0,12.112
2310,13,0.145,0,0,12.145
2311,13,0.512,0,0,12.512
2312,13,0.137,0,0,12.137
2313,13,0.167,0,0,12.167
2314,13,0.12,0,0,12.12
2315,13,0.108,0,0,12.108
2316,13,0.143,0,0,12.143
2317,13,0.159,0,0,12.159
2318,13,0.499,0,0,12.499
2319,13,0.601,0,0,12.601
2320,13,0.116,0,0,12.116
2321,13,0.118,0,0,12.118
2322,13,0.462,0,0,12.462
2323,13,0.328,0,0,12.328
2324,13,0.121,0,0,12.121
2325,13,0.142,0,0,12.142
2326,13,0.118,0,0,12.118
2327,13,0.755,0,0,12.755
2328,13,0.115,0,0,12.115
2329,13,0.104,0,0,12.104
2330,13,0.134,0,0,12.134
2331,13,0.127,0,0,12.127
2332,13,0.214,0,0,12.214
2333,13,1.147,0,0,13.147
2334,13,0.124,0,0,12.124
2335,13,0.149,0,0,12.149
2336,13,0.111,0,0,12.111
2337,13,0.513,0,0,12.513
2338,13,0.725,0,0,12.725
2339,13,0.119,0,0,12.119
2340,13,0.252,0,0,12.252
2341,13,0.131,0,0,12.131
2342,13,0.843,0,0,12.843
2343,13,0.116,0,0,12.116
2344,13,0.569,0,0,12.569
2345,13,0.336,0,0,12.336
2346,13,0.523,0,0,12.523
2347,13,0.641,0,0,12.641
2348,13,0.157,0,0,12.157
2349,13,0.172,0,0,12.172
2350,13,0.319,0,0,12.319
2351,13,0.153,0,0,12.153
2352,13,0.16,0,0,12.16
2353,13,0.08,0,0,12.08
2354,13,0.176,0,0,12.176
2355,13,0.124,0,0,12.124
2356,13,0.113,0,0,12.113
2357,13,0.132,0,0,12.132
2358,13,0.126,0,0,12.126
2359,13,0.143,0,0,12.143
2360,13,0.518,0,0,12.518
2361,13,0.143,0,0,12.143
2362,13,1.06,0,0,13.06
2363,13,0.68,0,0,12.68
2364,13,0.417,0,0,12.417
2365,13,0.273,0,0,12.273
2366,13,0.249,0,0,12.249
2367,13,0.126,0,0,12.126
2368,13,0.114,0,0,12.114
2369,13,0.113,0,0,12.113
2370,13,0.151,0,0,12.151
2371,13,0.113,0,0,12.113
2372,13,0.102,0,0,12.102
2373,13,0.126,0,0,12.126
2374,13,0.106,0,0,12.106
2375,13,0.103,0,0,12.103
2376,13,0.111,0,0,12.111
2377,13,0.111,0,0,12.111
2378,13,0.126,0,0,12.126
2379,13,0.202,0,0,12.202
2380,13,0.106,0,0,12.106
2381,13,0.109,0,0,12.109
2382,13,1.482,0,0,13.482
2383,13,0.106,0,0,12.106
2384,13,0.14,0,0,12.14
2385,13,0.122,0,0,12.122
2386,13,0.118,0,0,12.118
2387,13,0.171,0,0,12.171
2388,13,1.013,0,0,13.013
2389,13,0.139,0,0,12.139
2390,13,4.616,0,0,16.616
2391,13,1.045,1,4,17.045
2392,13,0.128,0,0,12.128
2393,13,0.17,0,0,12.17
2394,13,11.642,0,0,23.642
2395,13,8.075,1,4,24.075
2396,13,4.354,2,8,24.354
2397,13,0.18,0,0,12.18
2398,13,7.99,0,0,19.99
2399,13,4.443,1,4,20.443
2400,13,0.666,2,8,20.666
2401,13,0.133,0,0,12.133
2402,13,14.487,0,0,26.487
2403,13,10.219,1,4,26.219
2404,13,6.475,2,8,26.475
2405,13,0.132,3,12,24.132
2406,13,10.001,0,0,22.001
2407,13,6.435,1,4,22.435
2408,13,2.697,2,8,22.697
2409,13,0.169,0,0,12.169
2410,13,11.662,0,0,23.662
2411,13,8.091,1,4,24.091
2412,13,4.358,2,8,24.358
2413,13,0.718,3,12,24.718
2414,13,6.759,0,0,18.759
2415,13,3.199,1,4,19.199
2416,13,0.097,0,0,12.097
2417,13,0.14,0,0,12.14
2418,13,13.63,0,0,25.63
2419,13,10.061,1,4,26.061
2420,13,6.344,2,8,26.344
2421,13,2.881,3,12,26.881
2422,13,9.943,0,0,21.943
2423,13,5.005,1,4,21.005
2424,13,1.248,2,8,21.248
2425,13,0.144,0,0,12.144
2426,13,15.569,0,0,27.569
2427,13,12,1,4,28
2428,13,8.282,2,8,28.282
2429,13,0.139,0,0,12.139
2430,13,0.038,1,4,16.038
2431,13,2.839,1,4,18.839
2432,13,0.105,0,0,12.105
2433,13,0.127,0,0,12.127
2434,13,13.421,0,0,25.421
2435,13,9.172,1,4,25.172
2436,13,5.444,2,8,25.444
2437,13,0.134,0,0,12.134
2438,13,0.059,1,4,16.059
2439,13,5.139,1,4,21.139
2440,13,1.479,2,8,21.479
2441,13,0.114,0,0,12.114
2442,13,15.996,0,0,27.996
2443,13,12.434,1,4,28.434
2444,13,6.852,2,8,26.852
2445,13,0.139,0,0,12.139
2446,13,9.089,0,0,21.089
2447,13,5.536,1,4,21.536
2448,13,1.642,2,8,21.642
2449,13,0.116,0,0,12.116
2450,13,0.052,1,4,16.052
2451,13,7.745,1,4,23.745
2452,13,1.202,2,8,21.202
2453,13,0.201,0,0,12.201
2454,13,3.603,0,0,15.603
2455,13,0.242,0,0,12.242
2456,13,0.117,0,0,12.117
2457,13,0.112,0,0,12.112
2458,13,9.786,0,0,21.786
2459,13,4.575,1,4,20.575
2460,13,0.336,0,0,12.336
2461,13,0.158,0,0,12.158
2462,13,2.222,0,0,14.222
2463,13,0.138,0,0,12.138
2464,13,0.121,0,0,12.121
2465,13,0.116,0,0,12.116
2466,13,8.032,0,0,20.032
2467,13,3.817,1,4,19.817
2468,13,0.128,0,0,12.128
2469,13,0.126,0,0,12.126
2470,13,3.388,0,0,15.388
2471,13,0.132,0,0,12.132
2472,13,0.12,0,0,12.12
2473,13,0.132,0,0,12.132
2474,13,10.503,0,0,22.503
2475,13,6.956,1,4,22.956
2476,13,2.669,2,8,22.669
2477,13,0.149,0,0,12.149
2478,13,6.028,0,0,18.028
2479,13,2.489,1,4,18.489
2480,13,0.115,0,0,12.115
2481,13,0.144,0,0,12.144
2482,13,13.098,0,0,25.098
2483,13,9.547,1,4,25.547
2484,13,5.831,2,8,25.831
2485,13,0.233,0,0,12.233
2486,13,9.194,0,0,21.194
2487,13,5.627,1,4,21.627
2488,13,1.887,2,8,21.887
2489,13,0.134,0,0,12.134
2490,13,0.042,1,4,16.042
2491,13,8.417,1,4,24.417
2492,13,4.725,2,8,24.725
2493,13,1.272,3,12,25.272
2494,13,8.134,0,0,20.134
2495,13,4.567,1,4,20.567
2496,13,0.853,2,8,20.853
2497,13,0.136,0,0,12.136
2498,13,13.435,0,0,25.435
2499,13,7.458,1,4,23.458
2500,13,3.732,2,8,23.732
2501,13,10.168,3,12,34.168
2502,13,3.45,4,16,31.45
2503,13,0.22,2,8,20.22
2504,13,1.224,0,0,13.224
2505,13,1.448,0,0,13.448
2506,13,7.269,0,0,19.269
2507,13,3.712,1,4,19.712
