Sequence,ExpectedTotal_ms,Network_ms,JitterSize_pkts,Jitter_ms,Total_ms
858,13,0.134,0,0,12.134
859,13,0.127,0,0,12.127
860,13,0.136,0,0,12.136
861,13,0.143,0,0,12.143
862,13,0.069,0,0,12.069
863,13,0.164,0,0,12.164
864,13,0.114,0,0,12.114
865,13,0.119,0,0,12.119
866,13,0.082,0,0,12.082
867,13,0.098,0,0,12.098
868,13,0.118,0,0,12.118
869,13,0.129,0,0,12.129
870,13,0.116,0,0,12.116
871,13,0.119,0,0,12.119
872,13,0.132,0,0,12.132
873,13,0.13,0,0,12.13
874,13,0.144,0,0,12.144
875,13,0.127,0,0,12.127
876,13,0.141,0,0,12.141
877,13,0.111,0,0,12.111
878,13,0.107,0,0,12.107
879,13,0.116,0,0,12.116
880,13,0.126,0,0,12.126
881,13,0.172,0,0,12.172
882,13,0.083,0,0,12.083
883,13,0.111,0,0,12.111
884,13,0.112,0,0,12.112
885,13,0.11,0,0,12.11
886,13,0.062,1,4,16.062
887,13,0.157,0,0,12.157
888,13,0.153,0,0,12.153
889,13,0.762,0,0,12.762
890,13,0.138,0,0,12.138
891,13,0.166,0,0,12.166
892,13,0.13,0,0,12.13
893,13,0.132,0,0,12.132
894,13,0.068,0,0,12.068
895,13,0.133,0,0,12.133
896,13,0.146,0,0,12.146
897,13,0.157,0,0,12.157
898,13,0.136,0,0,12.136
899,13,0.123,0,0,12.123
900,13,0.128,0,0,12.128
901,13,1.356,1,4,17.356
902,13,0.15,0,0,12.15
903,13,0.154,0,0,12.154
904,13,0.154,0,0,12.154
905,13,0.154,0,0,12.154
906,13,0.15,0,0,12.15
907,13,0.846,0,0,12.846
908,13,0.133,0,0,12.133
909,13,0.162,0,0,12.162
910,13,0.182,0,0,12.182
911,13,1.879,0,0,13.879
912,13,0.12,0,0,12.12
913,13,0.137,0,0,12.137
914,13,0.159,0,0,12.159
915,13,0.202,0,0,12.202
916,13,0.133,0,0,12.133
917,13,0.123,0,0,12.123
918,13,0.113,0,0,12.113
919,13,0.214,0,0,12.214
920,13,0.111,0,0,12.111
921,13,0.114,0,0,12.114
922,13,0.112,0,0,12.112
923,13,0.133,0,0,12.133
924,13,0.137,0,0,12.137
925,13,0.116,0,0,12.116
926,13,0.119,0,0,12.119
927,13,0.117,0,0,12.117
928,13,0.175,0,0,12.175
929,13,0.157,0,0,12.157
930,13,0.119,0,0,12.119
931,13,0.133,0,0,12.133
932,13,0.114,0,0,12.114
933,13,0.138,0,0,12.138
934,13,0.132,0,0,12.132
935,13,0.145,0,0,12.145
936,13,0.127,0,0,12.127
937,13,0.119,0,0,12.119
938,13,0.133,0,0,12.133
939,13,0.408,0,0,12.408
940,13,0.113,0,0,12.113
941,13,0.116,0,0,12.116
942,13,0.127,0,0,12.127
943,13,0.114,0,0,12.114
944,13,0.106,0,0,12.106
945,13,0.114,0,0,12.114
946,13,0.158,0,0,12.158
947,13,0.131,0,0,12.131
948,13,0.134,0,0,12.134
949,13,0.101,0,0,12.101
950,13,0.114,0,0,12.114
951,13,0.556,1,4,16.556
952,13,0.119,0,0,12.119
953,13,0.12,0,0,12.12
954,13,0.138,0,0,12.138
955,13,0.188,0,0,12.188
956,13,0.107,0,0,12.107
957,13,0.091,0,0,12.091
958,13,0.119,0,0,12.119
959,13,0.28,0,0,12.28
960,13,0.117,0,0,12.117
961,13,0.107,0,0,12.107
962,13,0.104,0,0,12.104
963,13,0.143,0,0,12.143
964,13,0.116,0,0,12.116
965,13,0.101,0,0,12.101
966,13,0.102,0,0,12.102
967,13,0.218,0,0,12.218
968,13,0.12,0,0,12.12
969,13,0.085,0,0,12.085
970,13,0.112,0,0,12.112
971,13,0.127,0,0,12.127
972,13,0.348,0,0,12.348
973,13,0.127,0,0,12.127
974,13,0.07,0,0,12.07
975,13,0.133,0,0,12.133
976,13,0.158,0,0,12.158
977,13,0.137,0,0,12.137
978,13,0.167,0,0,12.167
979,13,0.111,0,0,12.111
980,13,0.106,0,0,12.106
981,13,0.117,0,0,12.117
982,13,0.054,0,0,12.054
983,13,0.073,0,0,12.073
984,13,0.116,0,0,12.116
985,13,0.159,0,0,12.159
986,13,0.064,1,4,16.064
987,13,0.118,0,0,12.118
988,13,0.107,0,0,12.107
989,13,0.294,0,0,12.294
990,13,0.128,0,0,12.128
991,13,0.141,0,0,12.141
992,13,0.133,0,0,12.133
993,13,0.144,0,0,12.144
994,13,0.073,1,4,16.073
995,13,0.129,0,0,12.129
996,13,0.114,0,0,12.114
997,13,0.118,0,0,12.118
998,13,0.245,0,0,12.245
999,13,0.125,0,0,12.125
1000,13,0.112,0,0,12.112
1001,13,0.151,0,0,12.151
1002,13,0.044,1,4,16.044
1003,13,0.157,0,0,12.157
1004,13,0.198,0,0,12.198
1005,13,1.01,0,0,13.01
1006,13,0.156,0,0,12.156
1007,13,0.114,0,0,12.114
1008,13,0.161,0,0,12.161
1009,13,0.119,0,0,12.119
1010,13,0.152,0,0,12.152
1011,13,0.116,0,0,12.116
1012,13,0.105,0,0,12.105
1013,13,0.154,0,0,12.154
1014,13,0.181,0,0,12.181
1015,13,0.131,0,0,12.131
1016,13,0.115,0,0,12.115
1017,13,0.082,0,0,12.082
1018,13,0.154,0,0,12.154
1019,13,0.133,0,0,12.133
1020,13,0.059,0,0,12.059
1021,13,0.158,0,0,12.158
1022,13,0.12,0,0,12.12
1023,13,0.143,0,0,12.143
1024,13,0.149,0,0,12.149
1025,13,0.129,0,0,12.129
1026,13,0.055,1,4,16.055
1027,13,0.116,0,0,12.116
1028,13,0.113,0,0,12.113
1029,13,0.099,0,0,12.099
1030,13,0.09,0,0,12.09
1031,13,0.15,0,0,12.15
1032,13,0.128,0,0,12.128
1033,13,0.125,0,0,12.125
1034,13,0.126,1,4,16.126
1035,13,0.238,0,0,12.238
1036,13,0.128,0,0,12.128
1037,13,0.105,0,0,12.105
1038,13,0.108,0,0,12.108
1039,13,0.122,0,0,12.122
1040,13,0.157,0,0,12.157
1041,13,0.142,0,0,12.142
1042,13,0.065,1,4,16.065
1043,13,0.13,0,0,12.13
1044,13,0.177,0,0,12.177
1045,13,0.131,0,0,12.131
1046,13,0.058,1,4,16.058
1047,13,0.643,0,0,12.643
1048,13,0.129,0,0,12.129
1049,13,0.156,0,0,12.156
1050,13,0.14,0,0,12.14
1051,13,0.13,0,0,12.13
1052,13,0.145,0,0,12.145
1053,13,0.18,0,0,12.18
1054,13,0.092,0,0,12.092
1055,13,0.113,0,0,12.113
1056,13,0.148,0,0,12.148
1057,13,0.151,0,0,12.151
1058,13,0.113,0,0,12.113
1059,13,0.141,0,0,12.141
1060,13,0.161,0,0,12.161
1061,13,0.152,0,0,12.152
1062,13,0.056,0,0,12.056
1063,13,0.141,0,0,12.141
1064,13,0.107,0,0,12.107
1065,13,0.146,0,0,12.146
1066,13,0.056,1,4,16.056
1067,13,0.078,0,0,12.078
1068,13,0.158,0,0,12.158
1069,13,0.114,0,0,12.114
1070,13,0.112,0,0,12.112
1071,13,0.064,0,0,12.064
1072,13,0.08,0,0,12.08
1073,13,0.155,0,0,12.155
1074,13,0.059,1,4,16.059
1075,13,0.084,0,0,12.084
1076,13,0.059,0,0,12.059
1077,13,0.151,0,0,12.151
1078,13,0.104,0,0,12.104
1079,13,0.049,0,0,12.049
1080,13,0.099,0,0,12.099
1081,13,0.122,0,0,12.122
1082,13,0.053,1,4,16.053
1083,13,0.054,0,0,12.054
1084,13,0.093,0,0,12.093
1085,13,0.153,0,0,12.153
1086,13,0.058,1,4,16.058
1087,13,0.067,0,0,12.067
1088,13,0.083,0,0,12.083
1089,13,0.16,0,0,12.16
1090,13,0.12,0,0,12.12
1091,13,0.11,0,0,12.11
1092,13,0.084,0,0,12.084
1093,13,0.155,0,0,12.155
1094,13,0.06,1,4,16.06
1095,13,0.064,0,0,12.064
1096,13,0.095,0,0,12.095
1097,13,0.11,0,0,12.11
1098,13,0.15,0,0,12.15
1099,13,0.134,0,0,12.134
1100,13,0.12,0,0,12.12
1101,13,0.171,0,0,12.171
1102,13,0.04,1,4,16.04
1103,13,0.139,0,0,12.139
1104,13,0.106,0,0,12.106
1105,13,0.142,0,0,12.142
1106,13,0.076,1,4,16.076
1107,13,0.139,0,0,12.139
1108,13,0.141,0,0,12.141
1109,13,0.135,0,0,12.135
1110,13,0.191,0,0,12.191
1111,13,0.142,0,0,12.142
1112,13,0.123,0,0,12.123
1113,13,0.127,0,0,12.127
1114,13,0.049,0,0,12.049
1115,13,0.169,0,0,12.169
1116,13,0.126,0,0,12.126
1117,13,0.109,0,0,12.109
1118,13,0.126,0,0,12.126
1119,13,0.208,0,0,12.208
1120,13,0.134,0,0,12.134
1121,13,0.12,0,0,12.12
1122,13,0.055,1,4,16.055
1123,13,0.143,0,0,12.143
1124,13,0.117,0,0,12.117
1125,13,0.143,0,0,12.143
1126,13,0.1,1,4,16.1
1127,13,0.139,0,0,12.139
1128,13,0.121,0,0,12.121
1129,13,0.124,0,0,12.124
1130,13,0.083,0,0,12.083
1131,13,0.641,0,0,12.641
1132,13,0.12,0,0,12.12
1133,13,0.126,0,0,12.126
1134,13,0.052,1,4,16.052
1135,13,0.162,0,0,12.162
1136,13,0.13,0,0,12.13
1137,13,0.12,0,0,12.12
1138,13,0.091,0,0,12.091
1139,13,0.12,0,0,12.12
1140,13,0.157,0,0,12.157
1141,13,0.145,0,0,12.145
1142,13,0.055,1,4,16.055
1143,13,0.105,0,0,12.105
1144,13,0.171,0,0,12.171
1145,13,0.161,0,0,12.161
1146,13,0.076,1,4,16.076
1147,13,0.171,0,0,12.171
1148,13,0.132,0,0,12.132
1149,13,0.127,0,0,12.127
1150,13,0.095,0,0,12.095
1151,13,0.129,0,0,12.129
1152,13,0.127,0,0,12.127
1153,13,0.124,0,0,12.124
1154,13,0.034,0,0,12.034
1155,13,0.157,0,0,12.157
1156,13,0.185,0,0,12.185
1157,13,0.137,0,0,12.137
1158,13,0.112,0,0,12.112
1159,13,0.168,0,0,12.168
1160,13,0.244,0,0,12.244
1161,13,0.141,0,0,12.141
1162,13,0.096,0,0,12.096
1163,13,0.09,0,0,12.09
1164,13,0.191,0,0,12.191
1165,13,0.15,0,0,12.15
1166,13,0.067,1,4,16.067
1167,13,0.066,0,0,12.066
1168,13,0.336,0,0,12.336
1169,13,0.151,0,0,12.151
1170,13,0.055,0,0,12.055
1171,13,0.107,0,0,12.107
1172,13,0.072,0,0,12.072
1173,13,0.148,0,0,12.148
1174,13,0.062,1,4,16.062
1175,13,0.062,0,0,12.062
1176,13,0.057,0,0,12.057
1177,13,0.156,0,0,12.156
1178,13,0.117,0,0,12.117
1179,13,0.076,0,0,12.076
1180,13,0.121,0,0,12.121
1181,13,0.15,0,0,12.15
1182,13,0.062,1,4,16.062
1183,13,0.072,0,0,12.072
1184,13,0.062,0,0,12.062
1185,13,0.137,0,0,12.137
1186,13,0.056,1,4,16.056
1187,13,0.084,0,0,12.084
1188,13,0.082,0,0,12.082
1189,13,0.148,0,0,12.148
1190,13,0.115,0,0,12.115
1191,13,0.062,0,0,12.062
1192,13,0.083,0,0,12.083
1193,13,0.122,0,0,12.122
1194,13,0.06,1,4,16.06
1195,13,0.097,0,0,12.097
1196,13,0.068,0,0,12.068
1197,13,0.081,0,0,12.081
1198,13,0.179,0,0,12.179
1199,13,0.107,0,0,12.107
1200,13,0.118,0,0,12.118
1201,13,0.2,0,0,12.2
1202,13,0.113,0,0,12.113
1203,13,0.132,0,0,12.132
1204,13,0.125,0,0,12.125
1205,13,0.181,0,0,12.181
1206,13,0.032,1,4,16.032
1207,13,0.114,0,0,12.114
1208,13,0.133,0,0,12.133
1209,13,0.129,0,0,12.129
1210,13,0.197,0,0,12.197
1211,13,0.181,0,0,12.181
1212,13,0.077,0,0,12.077
1213,13,0.247,0,0,12.247
1214,13,0.2,0,0,12.2
1215,13,0.14,0,0,12.14
1216,13,0.117,0,0,12.117
1217,13,0.085,0,0,12.085
1218,13,0.123,0,0,12.123
1219,13,0.124,0,0,12.124
1220,13,0.112,0,0,12.112
1221,13,0.124,0,0,12.124
1222,13,0.039,0,0,12.039
1223,13,0.283,0,0,12.283
1224,13,0.121,0,0,12.121
1225,13,0.295,0,0,12.295
1226,13,0.324,0,0,12.324
1227,13,0.125,0,0,12.125
1228,13,0.09,0,0,12.09
1229,13,0.122,0,0,12.122
1230,13,0.089,0,0,12.089
1231,13,0.165,0,0,12.165
1232,13,0.114,0,0,12.114
1233,13,0.134,0,0,12.134
1234,13,0.056,1,4,16.056
1235,13,0.162,0,0,12.162
1236,13,0.152,0,0,12.152
1237,13,0.188,0,0,12.188
1238,13,0.141,0,0,12.141
1239,13,0.141,0,0,12.141
1240,13,0.127,0,0,12.127
1241,13,0.144,0,0,12.144
1242,13,0.077,1,4,16.077
1243,13,0.122,0,0,12.122
1244,13,0.202,0,0,12.202
1245,13,0.135,0,0,12.135
1246,13,0.048,1,4,16.048
1247,13,0.189,0,0,12.189
1248,13,0.125,0,0,12.125
1249,13,0.123,0,0,12.123
1250,13,0.122,0,0,12.122
1251,13,0.132,0,0,12.132
1252,13,0.122,0,0,12.122
1253,13,0.149,0,0,12.149
1254,13,0.068,1,4,16.068
1255,13,0.128,0,0,12.128
1256,13,0.198,0,0,12.198
1257,13,0.152,0,0,12.152
1258,13,0.162,0,0,12.162
1259,13,0.136,0,0,12.136
1260,13,0.198,0,0,12.198
1261,13,0.178,0,0,12.178
1262,13,0.078,1,4,16.078
1263,13,0.124,0,0,12.124
1264,13,0.111,0,0,12.111
1265,13,0.132,0,0,12.132
1266,13,0.066,1,4,16.066
1267,13,0.117,0,0,12.117
1268,13,0.165,0,0,12.165
1269,13,0.158,0,0,12.158
1270,13,0.083,0,0,12.083
1271,13,0.065,0,0,12.065
1272,13,0.094,0,0,12.094
1273,13,0.126,0,0,12.126
1274,13,0.06,1,4,16.06
1275,13,0.082,0,0,12.082
1276,13,0.111,0,0,12.111
1277,13,0.146,0,0,12.146
1278,13,0.104,0,0,12.104
1279,13,0.05,0,0,12.05
1280,13,0.1,0,0,12.1
1281,13,0.141,0,0,12.141
1282,13,0.061,1,4,16.061
1283,13,0.149,0,0,12.149
1284,13,0.147,0,0,12.147
1285,13,0.142,0,0,12.142
1286,13,0.064,1,4,16.064
1287,13,0.157,0,0,12.157
1288,13,0.117,0,0,12.117
1289,13,0.148,0,0,12.148
1290,13,0.123,0,0,12.123
1291,13,0.143,0,0,12.143
1292,13,0.137,0,0,12.137
1293,13,0.131,0,0,12.131
1294,13,0.056,1,4,16.056
1295,13,0.119,0,0,12.119
1296,13,0.122,0,0,12.122
1297,13,0.132,0,0,12.132
1298,13,0.176,0,0,12.176
1299,13,0.127,0,0,12.127
1300,13,0.124,0,0,12.124
1301,13,0.148,0,0,12.148
1302,13,0.066,0,0,12.066
1303,13,0.116,0,0,12.116
1304,13,0.26,0,0,12.26
1305,13,0.121,0,0,12.121
1306,13,0.055,1,4,16.055
1307,13,0.128,0,0,12.128
1308,13,0.11,0,0,12.11
1309,13,0.123,0,0,12.123
1310,13,0.142,0,0,12.142
1311,13,0.151,0,0,12.151
1312,13,0.116,0,0,12.116
1313,13,0.364,0,0,12.364
1314,13,0.16,0,0,12.16
1315,13,0.121,0,0,12.121
1316,13,0.082,0,0,12.082
1317,13,0.07,0,0,12.07
1318,13,0.077,0,0,12.077
1319,13,0.173,0,0,12.173
1320,13,0.108,0,0,12.108
1321,13,0.121,0,0,12.121
1322,13,0.039,0,0,12.039
1323,13,0.153,0,0,12.153
1324,13,0.118,0,0,12.118
1325,13,0.21,0,0,12.21
1326,13,0.075,1,4,16.075
1327,13,0.131,0,0,12.131
1328,13,0.103,0,0,12.103
1329,13,0.107,0,0,12.107
1330,13,0.075,0,0,12.075
1331,13,0.297,0,0,12.297
1332,13,0.112,0,0,12.112
1333,13,0.153,0,0,12.153
1334,13,0.055,1,4,16.055
1335,13,0.141,0,0,12.141
1336,13,0.119,0,0,12.119
1337,13,0.1,0,0,12.1
1338,13,0.094,0,0,12.094
1339,13,0.1,0,0,12.1
1340,13,0.126,0,0,12.126
1341,13,0.171,0,0,12.171
1342,13,0.076,1,4,16.076
1343,13,0.091,0,0,12.091
1344,13,0.16,0,0,12.16
1345,13,0.163,0,0,12.163
1346,13,0.072,1,4,16.072
1347,13,0.161,0,0,12.161
1348,13,0.137,0,0,12.137
1349,13,0.186,0,0,12.186
1350,13,0.137,0,0,12.137
1351,13,0.187,0,0,12.187
1352,13,0.121,0,0,12.121
1353,13,0.121,0,0,12.121
1354,13,0.039,0,0,12.039
1355,13,0.168,0,0,12.168
1356,13,0.144,0,0,12.144
1357,13,0.123,0,0,12.123
1358,13,0.151,0,0,12.151
1359,13,0.131,0,0,12.131
1360,13,0.14,0,0,12.14
1361,13,0.131,0,0,12.131
1362,13,0.12,0,0,12.12
1363,13,0.127,0,0,12.127
1364,13,0.138,0,0,12.138
1365,13,0.143,0,0,12.143
1366,13,0.055,1,4,16.055
1367,13,0.065,0,0,12.065
1368,13,0.159,0,0,12.159
1369,13,0.124,0,0,12.124
1370,13,0.074,0,0,12.074
1371,13,0.083,0,0,12.083
1372,13,0.087,0,0,12.087
1373,13,0.128,0,0,12.128
1374,13,0.052,1,4,16.052
1375,13,0.066,0,0,12.066
1376,13,0.064,0,0,12.064
1377,13,0.138,0,0,12.138
1378,13,0.122,0,0,12.122
1379,13,0.146,0,0,12.146
1380,13,0.136,0,0,12.136
1381,13,0.126,0,0,12.126
1382,13,0.06,1,4,16.06
1383,13,0.07,0,0,12.07
1384,13,0.059,0,0,12.059
1385,13,0.126,0,0,12.126
1386,13,0.064,1,4,16.064
1387,13,0.087,0,0,12.087
1388,13,0.058,0,0,12.058
1389,13,0.222,0,0,12.222
1390,13,0.115,0,0,12.115
1391,13,0.056,0,0,12.056
1392,13,0.078,0,0,12.078
1393,13,0.13,0,0,12.13
1394,13,0.062,1,4,16.062
1395,13,0.123,0,0,12.123
1396,13,0.068,0,0,12.068
1397,13,0.111,0,0,12.111
1398,13,0.117,0,0,12.117
1399,13,0.11,0,0,12.11
1400,13,0.122,0,0,12.122
1401,13,0.147,0,0,12.147
1402,13,0.066,1,4,16.066
1403,13,0.117,0,0,12.117
1404,13,0.118,0,0,12.118
1405,13,0.148,0,0,12.148
1406,13,0.048,1,4,16.048
1407,13,0.181,0,0,12.181
1408,13,0.136,0,0,12.136
1409,13,0.216,0,0,12.216
1410,13,0.159,0,0,12.159
1411,13,0.124,0,0,12.124
1412,13,0.134,0,0,12.134
1413,13,0.166,0,0,12.166
1414,13,0.173,0,0,12.173
1415,13,0.119,0,0,12.119
1416,13,0.115,0,0,12.115
1417,13,0.08,0,0,12.08
1418,13,0.195,0,0,12.195
1419,13,0.139,0,0,12.139
1420,13,0.069,0,0,12.069
1421,13,0.156,0,0,12.156
1422,13,0.074,0,0,12.074
1423,13,0.134,0,0,12.134
1424,13,0.131,0,0,12.131
1425,13,0.233,0,0,12.233
1426,13,0.074,0,0,12.074
1427,13,0.12,0,0,12.12
1428,13,0.076,0,0,12.076
1429,13,0.107,0,0,12.107
1430,13,0.105,0,0,12.105
1431,13,0.183,0,0,12.183
1432,13,0.107,0,0,12.107
1433,13,0.139,0,0,12.139
1434,13,0.059,1,4,16.059
1435,13,0.15,0,0,12.15
1436,13,0.115,0,0,12.115
1437,13,0.117,0,0,12.117
1438,13,0.102,0,0,12.102
1439,13,0.381,0,0,12.381
1440,13,0.189,0,0,12.189
1441,13,0.143,0,0,12.143
1442,13,0.061,1,4,16.061
1443,13,0.247,0,0,12.247
1444,13,0.136,0,0,12.136
1445,13,0.128,0,0,12.128
1446,13,0.062,1,4,16.062
1447,13,0.157,0,0,12.157
1448,13,0.146,0,0,12.146
1449,13,0.156,0,0,12.156
1450,13,0.195,0,0,12.195
1451,13,0.153,0,0,12.153
1452,13,0.147,0,0,12.147
1453,13,0.232,0,0,12.232
1454,13,0.202,0,0,12.202
1455,13,0.222,0,0,12.222
1456,13,0.165,0,0,12.165
1457,13,0.174,0,0,12.174
1458,13,0.122,0,0,12.122
1459,13,0.154,0,0,12.154
1460,13,0.168,0,0,12.168
1461,13,0.14,0,0,12.14
1462,13,0.131,0,0,12.131
1463,13,0.123,0,0,12.123
1464,13,0.175,0,0,12.175
1465,13,0.197,0,0,12.197
1466,13,0.116,0,0,12.116
1467,13,0.104,0,0,12.104
1468,13,0.172,0,0,12.172
1469,13,0.123,0,0,12.123
1470,13,0.14,0,0,12.14
1471,13,0.115,0,0,12.115
1472,13,0.253,0,0,12.253
1473,13,0.149,0,0,12.149
1474,13,0.115,0,0,12.115
1475,13,0.143,0,0,12.143
1476,13,0.113,0,0,12.113
1477,13,0.135,0,0,12.135
1478,13,0.209,0,0,12.209
1479,13,0.128,0,0,12.128
1480,13,0.112,0,0,12.112
1481,13,0.049,0,0,12.049
1482,13,0.19,0,0,12.19
1483,13,0.139,0,0,12.139
1484,13,0.132,0,0,12.132
1485,13,0.17,0,0,12.17
1486,13,0.2,0,0,12.2
1487,13,0.131,0,0,12.131
1488,13,0.11,0,0,12.11
1489,13,0.063,0,0,12.063
1490,13,0.159,0,0,12.159
1491,13,0.159,0,0,12.159
1492,13,0.116,0,0,12.116
1493,13,0.121,0,0,12.121
1494,13,0.109,0,0,12.109
1495,13,0.157,0,0,12.157
1496,13,0.117,0,0,12.117
1497,13,0.245,0,0,12.245
1498,13,0.16,0,0,12.16
1499,13,0.555,0,0,12.555
1500,13,0.164,0,0,12.164
1501,13,0.116,0,0,12.116
1502,13,0.106,0,0,12.106
1503,13,0.081,0,0,12.081
1504,13,0.14,0,0,12.14
1505,13,0.137,0,0,12.137
1506,13,0.13,0,0,12.13
1507,13,0.108,0,0,12.108
1508,13,0.139,0,0,12.139
1509,13,0.109,0,0,12.109
1510,13,0.119,0,0,12.119
1511,13,0.092,0,0,12.092
1512,13,0.168,0,0,12.168
1513,13,0.136,0,0,12.136
1514,13,0.081,0,0,12.081
1515,13,0.142,0,0,12.142
1516,13,0.298,0,0,12.298
1517,13,0.196,0,0,12.196
1518,13,0.138,0,0,12.138
1519,13,0.168,0,0,12.168
1520,13,0.134,0,0,12.134
1521,13,0.162,0,0,12.162
1522,13,0.148,0,0,12.148
1523,13,0.118,0,0,12.118
1524,13,0.096,0,0,12.096
1525,13,0.165,0,0,12.165
1526,13,0.136,0,0,12.136
1527,13,0.123,0,0,12.123
1528,13,0.14,0,0,12.14
1529,13,0.145,0,0,12.145
1530,13,0.155,0,0,12.155
1531,13,0.158,0,0,12.158
1532,13,0.135,0,0,12.135
1533,13,0.129,0,0,12.129
1534,13,0.041,0,0,12.041
1535,13,0.11,0,0,12.11
1536,13,0.114,0,0,12.114
1537,13,0.114,0,0,12.114
1538,13,0.127,0,0,12.127
1539,13,0.345,0,0,12.345
1540,13,0.138,0,0,12.138
1541,13,0.148,0,0,12.148
1542,13,0.061,1,4,16.061
1543,13,0.135,0,0,12.135
1544,13,0.177,0,0,12.177
1545,13,0.131,0,0,12.131
1546,13,0.079,1,4,16.079
1547,13,0.158,0,0,12.158
1548,13,0.122,0,0,12.122
1549,13,0.133,0,0,12.133
1550,13,0.094,0,0,12.094
1551,13,0.247,0,0,12.247
1552,13,0.136,0,0,12.136
1553,13,0.128,0,0,12.128
1554,13,0.054,1,4,16.054
1555,13,0.151,0,0,12.151
1556,13,0.252,0,0,12.252
1557,13,0.152,0,0,12.152
1558,13,0.103,0,0,12.103
1559,13,0.138,0,0,12.138
1560,13,0.215,0,0,12.215
1561,13,0.132,0,0,12.132
1562,13,0.037,0,0,12.037
1563,13,0.099,0,0,12.099
1564,13,0.113,0,0,12.113
1565,13,0.152,0,0,12.152
1566,13,0.069,0,0,12.069
1567,13,0.118,0,0,12.118
1568,13,0.14,0,0,12.14
1569,13,0.123,0,0,12.123
1570,13,0.117,0,0,12.117
1571,13,0.127,0,0,12.127
1572,13,0.232,0,0,12.232
1573,13,0.133,0,0,12.133
1574,13,0.074,1,4,16.074
1575,13,0.055,0,0,12.055
1576,13,0.087,0,0,12.087
1577,13,0.123,0,0,12.123
1578,13,0.13,0,0,12.13
1579,13,0.074,0,0,12.074
1580,13,0.113,0,0,12.113
1581,13,0.156,0,0,12.156
1582,13,0.051,1,4,16.051
1583,13,0.056,0,0,12.056
1584,13,0.106,0,0,12.106
1585,13,0.129,0,0,12.129
1586,13,0.065,1,4,16.065
1587,13,0.115,0,0,12.115
1588,13,0.094,0,0,12.094
1589,13,0.14,0,0,12.14
1590,13,0.118,0,0,12.118
1591,13,0.115,0,0,12.115
1592,13,0.12,0,0,12.12
1593,13,0.16,0,0,12.16
1594,13,0.055,1,4,16.055
1595,13,0.369,0,0,12.369
1596,13,0.093,0,0,12.093
1597,13,0.157,0,0,12.157
1598,13,0.129,0,0,12.129
1599,13,0.112,0,0,12.112
1600,13,0.137,0,0,12.137
1601,13,0.131,0,0,12.131
1602,13,0.077,1,4,16.077
1603,13,0.118,0,0,12.118
1604,13,0.128,0,0,12.128
1605,13,0.131,0,0,12.131
1606,13,0.056,1,4,16.056
1607,13,0.13,0,0,12.13
1608,13,0.127,0,0,12.127
1609,13,0.154,0,0,12.154
1610,13,0.134,0,0,12.134
1611,13,0.127,0,0,12.127
1612,13,0.138,0,0,12.138
1613,13,0.2,0,0,12.2
1614,13,0.072,1,4,16.072
1615,13,0.121,0,0,12.121
1616,13,0.103,0,0,12.103
1617,13,0.129,0,0,12.129
1618,13,0.101,0,0,12.101
1619,13,0.23,0,0,12.23
1620,13,0.142,0,0,12.142
1621,13,0.151,0,0,12.151
1622,13,0.098,0,0,12.098
1623,13,0.154,0,0,12.154
1624,13,0.119,0,0,12.119
1625,13,0.227,0,0,12.227
1626,13,0.14,1,4,16.14
1627,13,0.122,0,0,12.122
1628,13,0.111,0,0,12.111
1629,13,0.138,0,0,12.138
1630,13,0.306,0,0,12.306
1631,13,0.122,0,0,12.122
1632,13,0.124,0,0,12.124
1633,13,0.135,0,0,12.135
1634,13,0.06,1,4,16.06
1635,13,0.139,0,0,12.139
1636,13,0.13,0,0,12.13
1637,13,0.114,0,0,12.114
1638,13,0.11,0,0,12.11
1639,13,0.554,0,0,12.554
1640,13,0.137,0,0,12.137
1641,13,0.134,0,0,12.134
1642,13,0.061,1,4,16.061
1643,13,0.137,0,0,12.137
1644,13,0.222,0,0,12.222
1645,13,0.16,0,0,12.16
1646,13,0.079,1,4,16.079
1647,13,0.16,0,0,12.16
1648,13,0.12,0,0,12.12
1649,13,0.141,0,0,12.141
1650,13,0.112,0,0,12.112
1651,13,0.197,0,0,12.197
1652,13,0.121,0,0,12.121
1653,13,0.16,0,0,12.16
1654,13,0.046,1,4,16.046
1655,13,0.144,0,0,12.144
1656,13,0.134,0,0,12.134
1657,13,0.122,0,0,12.122
1658,13,0.13,0,0,12.13
1659,13,0.14,0,0,12.14
1660,13,0.14,0,0,12.14
1661,13,0.123,0,0,12.123
1662,13,0.279,0,0,12.279
1663,13,0.142,0,0,12.142
1664,13,0.112,0,0,12.112
1665,13,0.125,0,0,12.125
1666,13,0.123,0,0,12.123
1667,13,0.129,0,0,12.129
1668,13,0.11,0,0,12.11
1669,13,0.08,0,0,12.08
1670,13,0.054,0,0,12.054
1671,13,0.097,0,0,12.097
1672,13,0.122,0,0,12.122
1673,13,0.134,0,0,12.134
1674,13,0.104,0,0,12.104
1675,13,0.119,0,0,12.119
1676,13,0.159,0,0,12.159
1677,13,0.108,0,0,12.108
1678,13,0.103,0,0,12.103
1679,13,0.138,0,0,12.138
1680,13,0.114,0,0,12.114
1681,13,0.15,0,0,12.15
1682,13,0.074,0,0,12.074
1683,13,0.114,0,0,12.114
1684,13,0.128,0,0,12.128
1685,13,0.132,0,0,12.132
1686,13,0.055,1,4,16.055
